Date,Year,Locality,Estimated Value,Sale Price,Property,Residential,num_rooms,num_bathrooms,carpet_area,property_tax_rate,Face
2020-10-01,2020,Fairfield,320530,450000,Single Family,Detached House,3,2,908,1.0254395,South
2020-10-01,2020,Waterbury,126810,230000,Single Family,Detached House,3,1,1023,1.0254395,South
2020-10-01,2020,,68730,120000,Two Family,Duplex,4,4,1234,1.0254395,North
2020-10-02,2020,West Hartford,242480,426000,Single Family,Detached House,3,1,1088,1.0254395,North
2020-10-02,2020,Bridgeport,135610,152000,Single Family,Detached House,3,1,1026,1.0254395,South
2020-10-02,2020,Greenwich,1223390,1785000,?,Detached House,3,2,986,1.0254395,West
2020-10-03,2020,Fairfield,374710,565000,Single Family,Detached House,3,3,1035,1.0254395,West
2020-10-03,2020,Stamford,220650,320000,Single Family,Detached House,3,3,1100,1.0254395,South
2020-10-03,2020,Bridgeport,111840,250000,Three Family,Triplex,6,5,2100,1.0254395,West
2020-10-03,2020,Fairfield,634690,535000,Single Family,Detached House,3,1,1021,1.0254395,North
2020-10-03,2020,Waterbury,72540,145000,Single Family,Detached House,3,1,1091,1.0254395,West
2020-10-04,2020,Stamford,246320,257000,Single Family,Detached House,3,1,1090,1.0254395,West
2020-10-04,2020,Waterbury,51840,105000,Single Family,Detached House,3,1,1059,1.0254395,South
2020-10-04,2020,Fairfield,588000,1169000,Single Family,Detached House,3,3,1065,1.0254395,North
2020-10-05,2020,Bridgeport,102240,165000,Three Family,Triplex,6,5,2170,1.0254395,South
2020-10-09,2020,West Hartford,228060,323000,?,Detached House,3,3,953,1.0254395,East
2020-10-09,2020,Stamford,336610,550000,Two Family,Duplex,4,3,1479,1.0254395,South
2020-10-10,2020,Bridgeport,99110,90000,Single Family,Detached House,3,3,1094,1.0254395,West
2020-10-10,2020,Waterbury,82210,159900,Single Family,Detached House,3,2,1061,1.0254395,East
2020-10-10,2020,West Hartford,,120000,Two Family,Duplex,4,4,1482,1.0254395,West
2020-10-11,2020,Bridgeport,,275000,Two Family,Duplex,4,3,1362,1.0254395,North
2020-10-11,2020,West Hartford,192080,181500,Single Family,Detached House,3,3,955,1.0254395,North
2020-10-11,2020,West Hartford,225540,315000,Single Family,Detached House,3,1,1053,1.0254395,South
2020-10-12,2020,Bridgeport,,215000,Single Family,Detached House,3,2,904,1.0254395,West
2020-10-12,2020,Waterbury,98720,120000,Single Family,Detached House,3,3,1087,1.0254395,West
2020-10-12,2020,Fairfield,545860,865000,Single Family,Detached House,3,1,1071,1.0254395,South
2020-10-12,2020,Fairfield,1096620,1975000,Single Family,Detached House,3,3,947,1.0254395,West
2020-10-15,2020,Greenwich,1238860,1440000,?,Detached House,3,1,1097,1.0254395,South
2020-10-15,2020,Bridgeport,124820,189900,Single Family,Detached House,3,2,1078,1.0254395,West
2020-10-15,2020,Waterbury,127510,198500,Single Family,Detached House,3,3,1044,1.0254395,East
2020-10-15,2020,,37140,117500,Three Family,Triplex,6,4,,1.0254395,East
2020-10-16,2020,,567660,865000,Single Family,Detached House,3,2,1017,1.0254395,East
2020-10-16,2020,Fairfield,272580,387500,Single Family,Detached House,3,3,1007,1.0254395,East
2020-10-17,2020,West Hartford,187810,203000,Single Family,Detached House,3,3,,1.0254395,East
2020-10-17,2020,Waterbury,67980,125000,?,Detached House,3,3,1021,1.0254395,East
2020-10-18,2020,,136290,180000,Single Family,Detached House,3,2,1059,1.0254395,East
2020-10-18,2020,Fairfield,272090,440000,Single Family,Detached House,3,1,1089,1.0254395,West
2020-10-18,2020,Waterbury,90550,50000,Single Family,Detached House,3,2,913,1.0254395,West
2020-10-19,2020,,,180000,Three Family,Triplex,6,6,1891,1.0254395,North
2020-10-19,2020,Fairfield,674450,862000,Single Family,Detached House,3,3,1053,1.0254395,South
2020-10-19,2020,Stamford,403420,275000,Single Family,Detached House,3,3,1074,1.0254395,East
2020-10-19,2020,Fairfield,827520,1825000,Single Family,Detached House,3,2,1019,1.0254395,South
2020-10-19,2020,Stamford,290170,393900,Single Family,Detached House,3,3,,1.0254395,West
2020-10-19,2020,West Hartford,115850,157500,?,Detached House,3,3,,1.0254395,West
2020-10-19,2020,,,115000,Single Family,Detached House,3,1,924,1.0254395,East
2020-10-22,2020,Waterbury,,52000,Three Family,Triplex,6,5,2061,1.0254395,East
2020-10-22,2020,West Hartford,197260,369000,Single Family,Detached House,3,3,1100,1.0254395,North
2020-10-22,2020,Stamford,286370,400000,Single Family,Detached House,3,3,994,1.0254395,North
2020-10-22,2020,Fairfield,223020,340000,Single Family,Detached House,3,2,933,1.0254395,East
2020-10-22,2020,Bridgeport,,105000,Two Family,Duplex,4,4,1310,1.0254395,South
2020-10-24,2020,Bridgeport,174310,320000,Single Family,Detached House,3,2,,1.0254395,North
2020-10-24,2020,,382480,630000,?,Detached House,3,3,913,1.0254395,East
2020-10-24,2020,,113170,138000,Single Family,Detached House,3,3,1092,1.0254395,South
2020-10-25,2020,Greenwich,3521000,3825000,?,Detached House,3,1,1061,1.0254395,North
2020-10-25,2020,West Hartford,232750,395000,?,Detached House,3,2,,1.0254395,South
2020-10-26,2020,Waterbury,64660,90000,?,Detached House,3,3,,1.0254395,South
2020-10-26,2020,Stamford,657650,920000,Single Family,Detached House,3,3,983,1.0254395,North
2020-10-26,2020,Bridgeport,136480,317500,Single Family,Detached House,3,2,987,1.0254395,North
2020-10-26,2020,Greenwich,438760,795000,Single Family,Detached House,3,2,981,1.0254395,East
2020-10-29,2020,Bridgeport,59950,115500,Single Family,Detached House,3,2,926,1.0254395,West
2020-10-29,2020,Waterbury,75080,153920,Single Family,Detached House,3,2,963,1.0254395,North
2020-10-29,2020,Fairfield,,295000,Single Family,Detached House,3,2,1074,1.0254395,North
2020-10-29,2020,Bridgeport,116470,240000,Two Family,Duplex,4,3,1284,1.0254395,East
2020-10-29,2020,West Hartford,,38256,Single Family,Detached House,3,1,1055,1.0254395,North
2020-10-30,2020,Greenwich,781410,1275000,Single Family,Detached House,3,2,1063,1.0254395,West
2020-10-31,2020,Greenwich,617750,900000,?,Detached House,3,3,,1.0254395,East
2020-10-31,2020,Fairfield,711340,812500,Single Family,Detached House,3,1,921,1.0254395,East
2020-10-31,2020,Waterbury,,108000,Single Family,Detached House,3,1,1027,1.0254395,West
2020-10-31,2020,Waterbury,222040,298700,Single Family,Detached House,3,3,1015,1.0254395,North
2020-10-31,2020,Greenwich,2698290,3250000,Single Family,Detached House,3,1,950,1.0254395,West
2020-10-31,2020,West Hartford,198870,350000,Single Family,Detached House,3,3,928,1.0254395,South
2020-10-31,2020,Bridgeport,138560,247000,Two Family,Duplex,4,2,1365,1.0254395,West
2020-10-31,2020,Bridgeport,,225500,Three Family,Triplex,6,5,2170,1.0254395,West
2020-11-01,2020,Fairfield,306320,530000,Single Family,Detached House,3,2,1062,1.0254395,South
2020-11-01,2020,Waterbury,,96000,?,Detached House,3,3,1060,1.0254395,North
2020-11-01,2020,Bridgeport,101920,190550,Single Family,Detached House,3,2,1060,1.0254395,East
2020-11-01,2020,Waterbury,48370,89000,Single Family,Detached House,3,3,951,1.0254395,East
2020-11-01,2020,Fairfield,205100,280500,Single Family,Detached House,3,3,982,1.0254395,South
2020-11-01,2020,Fairfield,240450,465000,Single Family,Detached House,3,2,971,1.0254395,North
2020-11-01,2020,West Hartford,134050,185000,Single Family,Detached House,3,2,,1.0254395,West
2020-11-02,2020,Bridgeport,120880,229000,?,Detached House,3,2,1026,1.0254395,North
2020-11-02,2020,Bridgeport,156960,170000,Single Family,Detached House,3,3,1075,1.0254395,East
2020-11-05,2020,Waterbury,,55000,Single Family,Detached House,3,1,1014,1.0254395,South
2020-11-05,2020,Waterbury,77460,140000,Three Family,Triplex,6,6,2137,1.0254395,West
2020-11-05,2020,West Hartford,176190,275100,Single Family,Detached House,3,2,977,1.0254395,East
2020-11-06,2020,Stamford,,650000,?,Detached House,3,1,968,1.0254395,East
2020-11-07,2020,Waterbury,82620,209000,Single Family,Detached House,3,2,1070,1.0254395,East
2020-11-07,2020,Waterbury,116140,170000,Single Family,Detached House,3,2,1017,1.0254395,South
2020-11-07,2020,Waterbury,76100,110000,Single Family,Detached House,3,2,994,1.0254395,West
2020-11-08,2020,Fairfield,582190,700000,Single Family,Detached House,3,1,975,1.0254395,East
2020-11-09,2020,Waterbury,,20000,?,Fourplex,8,8,2655,1.0254395,West
2020-11-09,2020,Greenwich,2447200,3000000,Single Family,Detached House,3,3,1046,1.0254395,South
2020-11-13,2020,Stamford,278280,212500,Single Family,Detached House,3,1,1092,1.0254395,North
2020-11-13,2020,Bridgeport,102640,95000,Single Family,Detached House,3,2,1004,1.0254395,South
2020-11-13,2020,,278280,212500,Single Family,Detached House,3,1,979,1.0254395,North
2020-11-13,2020,Bridgeport,112340,145000,?,Triplex,6,6,1919,1.0254395,North
2020-11-13,2020,Greenwich,2561230,3900000,?,Detached House,3,1,995,1.0254395,South
2020-11-13,2020,Waterbury,81210,70000,Single Family,Detached House,3,3,,1.0254395,South
2020-11-13,2020,,128310,157000,Single Family,Detached House,3,3,1043,1.0254395,East
2020-11-13,2020,Bridgeport,147770,285000,Single Family,Detached House,3,3,1069,1.0254395,South
2020-11-14,2020,,71870,115000,?,Detached House,3,2,904,1.0254395,North
2020-11-15,2020,Greenwich,1398810,1530000,Single Family,Detached House,3,1,976,1.0254395,South
2020-11-15,2020,,520170,687000,?,Detached House,3,3,1036,1.0254395,South
2020-11-15,2020,Bridgeport,96260,165000,Single Family,Detached House,3,2,,1.0254395,North
2020-11-15,2020,,284690,420000,Single Family,Detached House,3,3,963,1.0254395,North
2020-11-16,2020,Waterbury,69240,30000,?,Detached House,3,1,985,1.0254395,North
2020-11-16,2020,Bridgeport,95200,135555,Two Family,Duplex,4,3,1216,1.0254395,North
2020-11-16,2020,,207760,320000,Single Family,Detached House,3,3,912,1.0254395,West
2020-11-19,2020,,98860,150000,?,Detached House,3,1,983,1.0254395,West
2020-11-19,2020,Bridgeport,85670,110000,Single Family,Detached House,3,2,1056,1.0254395,East
2020-11-19,2020,Stamford,,864000,?,Detached House,3,1,1080,1.0254395,South
2020-11-19,2020,Stamford,262350,304500,Single Family,Detached House,3,2,1026,1.0254395,West
2020-11-20,2020,Bridgeport,133080,170000,Single Family,Detached House,3,2,,1.0254395,South
2020-11-20,2020,,114880,177500,Single Family,Detached House,3,1,1012,1.0254395,South
2020-11-20,2020,Stamford,445580,685000,Single Family,Detached House,3,2,920,1.0254395,North
2020-11-20,2020,West Hartford,,469000,Single Family,Detached House,3,1,994,1.0254395,North
2020-11-20,2020,West Hartford,228410,265000,Single Family,Detached House,3,2,,1.0254395,North
2020-11-21,2020,Bridgeport,124620,214000,Single Family,Detached House,3,2,993,1.0254395,North
2020-11-21,2020,Bridgeport,119870,179900,Single Family,Detached House,3,3,1098,1.0254395,East
2020-11-26,2020,Stamford,,547500,Single Family,Detached House,3,3,1020,1.0254395,South
2020-11-26,2020,Bridgeport,90730,78169,?,Duplex,4,2,1398,1.0254395,North
2020-11-26,2020,,302520,552000,Single Family,Detached House,3,1,1017,1.0254395,South
2020-11-26,2020,,1325450,1780000,Single Family,Detached House,3,2,992,1.0254395,North
2020-11-27,2020,Bridgeport,75890,134000,Single Family,Detached House,3,3,1042,1.0254395,West
2020-11-28,2020,,,269900,Single Family,Detached House,3,1,1065,1.0254395,South
2020-11-28,2020,Waterbury,79680,90000,?,Detached House,3,2,973,1.0254395,South
2020-11-29,2020,Fairfield,580300,780000,Single Family,Detached House,3,2,1010,1.0254395,North
2020-11-29,2020,Waterbury,70650,136000,Single Family,Detached House,3,1,928,1.0254395,North
2020-11-29,2020,Greenwich,760200,822500,Single Family,Detached House,3,3,1071,1.0254395,West
2020-11-30,2020,Greenwich,2784180,3500000,?,Detached House,3,1,,1.0254395,North
2020-11-30,2020,Stamford,251010,380000,Single Family,Detached House,3,1,,1.0254395,East
2020-12-03,2020,,110670,184000,Two Family,Duplex,4,3,1491,1.0254395,East
2020-12-03,2020,Greenwich,3679900,4985000,Single Family,Detached House,3,3,942,1.0254395,South
2020-12-03,2020,Fairfield,236600,359000,Single Family,Detached House,3,3,949,1.0254395,East
2020-12-03,2020,,68760,86000,?,Detached House,3,2,1073,1.0254395,North
2020-12-03,2020,Bridgeport,80740,200000,Single Family,Detached House,3,1,,1.0254395,West
2020-12-03,2020,Bridgeport,84380,134000,?,Triplex,6,6,2159,1.0254395,North
2020-12-03,2020,Fairfield,252560,332000,Single Family,Detached House,3,1,992,1.0254395,South
2020-12-03,2020,Waterbury,,86000,Single Family,Detached House,3,1,1020,1.0254395,North
2020-12-03,2020,Bridgeport,79930,186000,?,Detached House,3,3,1040,1.0254395,North
2020-12-03,2020,West Hartford,202930,262000,Single Family,Detached House,3,1,1045,1.0254395,North
2020-12-03,2020,West Hartford,,239000,Single Family,Detached House,3,3,959,1.0254395,West
2020-12-03,2020,Stamford,405490,358848,Single Family,Detached House,3,1,1062,1.0254395,East
2020-12-03,2020,Greenwich,1121960,1500000,Single Family,Detached House,3,3,,1.0254395,South
2020-12-03,2020,Bridgeport,136770,370000,?,Fourplex,8,8,2743,1.0254395,North
2020-12-04,2020,Stamford,336110,950000,Two Family,Duplex,4,3,1399,1.0254395,West
2020-12-04,2020,Fairfield,278110,475000,Single Family,Detached House,3,2,904,1.0254395,East
2020-12-04,2020,,924420,1275000,Single Family,Detached House,3,2,945,1.0254395,East
2020-12-04,2020,Greenwich,,795000,?,Detached House,3,1,908,1.0254395,South
2020-12-04,2020,West Hartford,306670,460000,Single Family,Detached House,3,3,1099,1.0254395,South
2020-12-04,2020,,233660,382000,Two Family,Duplex,4,2,1338,1.0254395,North
2020-12-05,2020,Greenwich,347130,543375,Two Family,Duplex,4,3,1398,1.0254395,West
2020-12-05,2020,,1925210,2575000,Single Family,Detached House,3,2,,1.0254395,North
2020-12-05,2020,Fairfield,1085000,2400000,Single Family,Detached House,3,2,,1.0254395,East
2020-12-05,2020,Waterbury,81490,126000,Single Family,Detached House,3,2,1069,1.0254395,East
2020-12-06,2020,Stamford,390100,452000,Single Family,Detached House,3,3,921,1.0254395,North
2020-12-06,2020,Fairfield,313320,450000,Single Family,Detached House,3,2,1095,1.0254395,East
2020-12-06,2020,Greenwich,2862020,3550000,Single Family,Detached House,3,3,1097,1.0254395,West
2020-12-07,2020,Bridgeport,94250,142001,Single Family,Detached House,3,3,1057,1.0254395,East
2020-12-07,2020,Fairfield,550480,700000,?,Detached House,3,3,1000,1.0254395,West
2020-12-07,2020,Waterbury,,285000,Three Family,Triplex,6,5,1808,1.0254395,South
2020-12-10,2020,West Hartford,179900,268000,Single Family,Detached House,3,3,1012,1.0254395,South
2020-12-11,2020,West Hartford,196560,320000,?,Detached House,3,1,985,1.0254395,West
2020-12-11,2020,,231280,280000,Single Family,Detached House,3,2,1015,1.0254395,East
2020-12-11,2020,,95950,150000,Single Family,Detached House,3,1,945,1.0254395,East
2020-12-11,2020,Bridgeport,209370,405000,Three Family,Triplex,6,6,2124,1.0254395,South
2020-12-11,2020,,173500,330000,Three Family,Triplex,6,6,2136,1.0254395,South
2020-12-12,2020,Waterbury,137960,132343,Single Family,Detached House,3,2,984,1.0254395,North
2020-12-12,2020,Bridgeport,235900,340000,?,Detached House,3,2,946,1.0254395,West
2020-12-13,2020,,218610,287500,Single Family,Detached House,3,2,914,1.0254395,West
2020-12-13,2020,Greenwich,1365210,2425000,Single Family,Detached House,3,1,991,1.0254395,East
2020-12-13,2020,West Hartford,190330,220000,Single Family,Detached House,3,1,934,1.0254395,North
2020-12-14,2020,Greenwich,805910,1450000,Single Family,Detached House,3,1,935,1.0254395,West
2020-12-14,2020,Waterbury,26000,18000,Two Family,Duplex,4,3,1490,1.0254395,East
2020-12-17,2020,,759360,1050000,Single Family,Detached House,3,3,934,1.0254395,West
2020-12-17,2020,Stamford,411420,647000,Single Family,Detached House,3,2,993,1.0254395,North
2020-12-17,2020,Greenwich,406840,659000,Single Family,Detached House,3,1,1055,1.0254395,South
2020-12-17,2020,West Hartford,,305000,Single Family,Detached House,3,3,923,1.0254395,South
2020-12-18,2020,Bridgeport,129760,205000,Single Family,Detached House,3,1,,1.0254395,North
2020-12-18,2020,Greenwich,502040,805000,Single Family,Detached House,3,2,986,1.0254395,West
2020-12-18,2020,Stamford,1540000,1800000,Single Family,Detached House,3,1,,1.0254395,East
2020-12-18,2020,Stamford,501720,820000,Single Family,Detached House,3,2,1033,1.0254395,West
2020-12-18,2020,Fairfield,210000,400000,Single Family,Detached House,3,2,1096,1.0254395,West
2020-12-18,2020,Stamford,456700,625000,Single Family,Detached House,3,3,975,1.0254395,North
2020-12-19,2020,,1004990,1425000,Single Family,Detached House,3,3,1009,1.0254395,North
2020-12-19,2020,Bridgeport,151560,176000,Two Family,Duplex,4,3,1206,1.0254395,North
2020-12-19,2020,Waterbury,,145000,Two Family,Duplex,4,2,1208,1.0254395,North
2020-12-19,2020,Fairfield,369950,578000,Single Family,Detached House,3,3,927,1.0254395,East
2020-12-19,2020,West Hartford,131810,242500,Single Family,Detached House,3,2,1089,1.0254395,East
2020-12-20,2020,Stamford,317940,175000,Single Family,Detached House,3,1,924,1.0254395,South
2020-12-20,2020,Waterbury,102870,196250,Single Family,Detached House,3,1,953,1.0254395,South
2020-12-21,2020,Stamford,359900,450000,Single Family,Detached House,3,2,1074,1.0254395,North
2020-12-21,2020,Bridgeport,84620,160000,?,Duplex,4,2,1439,1.0254395,South
2020-12-21,2020,Bridgeport,125220,260000,Two Family,Duplex,4,4,1202,1.0254395,South
2020-12-26,2020,Bridgeport,107010,240000,Single Family,Detached House,3,2,1077,1.0254395,North
2020-12-26,2020,Bridgeport,203790,315000,Two Family,Duplex,4,3,,1.0254395,East
2020-12-26,2020,,112660,212000,Single Family,Detached House,3,3,953,1.0254395,South
2020-12-27,2020,West Hartford,,315000,Two Family,Duplex,4,2,1378,1.0254395,South
2020-12-27,2020,Bridgeport,,187500,Single Family,Detached House,3,2,947,1.0254395,East
2020-12-28,2020,West Hartford,103530,198000,Single Family,Detached House,3,3,975,1.0254395,North
2020-12-28,2020,Waterbury,48390,79000,Single Family,Detached House,3,2,972,1.0254395,South
2020-12-28,2020,West Hartford,196420,300000,Single Family,Detached House,3,1,1099,1.0254395,North
2020-12-31,2020,Bridgeport,119870,215000,?,Detached House,3,2,,1.0254395,South
2020-12-31,2020,Bridgeport,81830,173000,Single Family,Detached House,3,1,,1.0254395,South
2020-12-31,2020,Bridgeport,132480,255000,Two Family,Duplex,4,4,1366,1.0254395,South
2021-01-02,2021,Bridgeport,,110000,Three Family,Triplex,6,5,1892,1.0234955,North
2021-01-02,2021,West Hartford,129990,220000,Single Family,Detached House,3,3,1006,1.0234955,South
2021-01-02,2021,Fairfield,359660,620000,Single Family,Detached House,3,1,1078,1.0234955,North
2021-01-03,2021,Bridgeport,106580,239000,Single Family,Detached House,3,2,,1.0234955,East
2021-01-03,2021,Waterbury,99060,173000,Single Family,Detached House,3,2,964,1.0234955,West
2021-01-04,2021,Waterbury,,125000,Single Family,Detached House,3,1,935,1.0234955,West
2021-01-04,2021,Fairfield,927710,1050000,Single Family,Detached House,3,1,1072,1.0234955,West
2021-01-04,2021,Greenwich,,2900000,Single Family,Detached House,3,2,1070,1.0234955,North
2021-01-07,2021,Bridgeport,,137500,Two Family,Duplex,4,2,1330,1.0234955,East
2021-01-07,2021,Waterbury,,10000,Single Family,Detached House,3,1,1025,1.0234955,East
2021-01-08,2021,West Hartford,204890,291000,?,Detached House,3,1,948,1.0234955,South
2021-01-10,2021,Waterbury,65480,65000,Two Family,Duplex,4,2,1353,1.0234955,East
2021-01-10,2021,Greenwich,1879150,2350000,Single Family,Detached House,3,3,1047,1.0234955,North
2021-01-11,2021,Fairfield,626290,735000,Single Family,Detached House,3,2,,1.0234955,North
2021-01-11,2021,Fairfield,,475000,Single Family,Detached House,3,3,971,1.0234955,North
2021-01-11,2021,Bridgeport,189880,340000,?,Fourplex,8,7,2867,1.0234955,South
2021-01-14,2021,Bridgeport,177020,240000,Three Family,Triplex,6,5,,1.0234955,North
2021-01-14,2021,,123190,253000,Two Family,Duplex,4,4,1399,1.0234955,West
2021-01-15,2021,Bridgeport,147030,264900,Three Family,Triplex,6,6,,1.0234955,South
2021-01-15,2021,Bridgeport,,280000,Two Family,Duplex,4,4,1423,1.0234955,South
2021-01-15,2021,Bridgeport,122300,222000,Single Family,Detached House,3,1,975,1.0234955,East
2021-01-16,2021,Bridgeport,,92000,Single Family,Detached House,3,3,918,1.0234955,South
2021-01-16,2021,Greenwich,3490760,4750000,Single Family,Detached House,3,1,977,1.0234955,West
2021-01-16,2021,West Hartford,293510,386500,Two Family,Duplex,4,3,1410,1.0234955,North
2021-01-16,2021,,236810,332000,Single Family,Detached House,3,2,1046,1.0234955,West
2021-01-17,2021,Greenwich,1871800,2600000,?,Detached House,3,2,962,1.0234955,East
2021-01-17,2021,West Hartford,81620,105000,Single Family,Detached House,3,3,1082,1.0234955,West
2021-01-17,2021,Bridgeport,109730,175000,?,Duplex,4,3,1471,1.0234955,East
2021-01-18,2021,Waterbury,126380,245000,Single Family,Detached House,3,2,977,1.0234955,West
2021-01-18,2021,Bridgeport,75510,75000,Single Family,Detached House,3,2,938,1.0234955,East
2021-01-18,2021,Stamford,483060,987500,Single Family,Detached House,3,1,1062,1.0234955,South
2021-01-22,2021,Stamford,481820,646000,Single Family,Detached House,3,3,,1.0234955,South
2021-01-22,2021,Stamford,555870,640000,Single Family,Detached House,3,2,921,1.0234955,West
2021-01-22,2021,,738850,1337000,Single Family,Detached House,3,3,968,1.0234955,North
2021-01-22,2021,,,349900,Single Family,Detached House,3,3,906,1.0234955,East
2021-01-22,2021,Fairfield,466690,635000,Single Family,Detached House,3,3,1008,1.0234955,South
2021-01-22,2021,,162730,330000,Single Family,Detached House,3,2,920,1.0234955,East
2021-01-22,2021,Fairfield,435540,668500,Single Family,Detached House,3,3,1013,1.0234955,West
2021-01-23,2021,,77230,102000,?,Detached House,3,1,,1.0234955,North
2021-01-23,2021,Stamford,261150,2140000,Single Family,Detached House,3,1,1050,1.0234955,South
2021-01-23,2021,Greenwich,651280,1400000,Two Family,Duplex,4,4,1345,1.0234955,North
2021-01-24,2021,Bridgeport,167580,295700,Three Family,Triplex,6,5,2093,1.0234955,East
2021-01-24,2021,Bridgeport,86200,160000,Single Family,Detached House,3,1,,1.0234955,East
2021-01-25,2021,Waterbury,123610,215000,Single Family,Detached House,3,3,908,1.0234955,South
2021-01-25,2021,Waterbury,98050,169494,?,Detached House,3,2,1085,1.0234955,West
2021-01-25,2021,Waterbury,74290,102000,Single Family,Detached House,3,3,,1.0234955,North
2021-01-25,2021,Stamford,459320,715000,Single Family,Detached House,3,3,947,1.0234955,North
2021-01-28,2021,Greenwich,442750,500000,Single Family,Detached House,3,1,1084,1.0234955,East
2021-01-28,2021,Stamford,318390,485000,Single Family,Detached House,3,2,965,1.0234955,West
2021-01-29,2021,Fairfield,199360,293000,Single Family,Detached House,3,1,,1.0234955,West
2021-01-30,2021,,52290,81000,Single Family,Detached House,3,2,1077,1.0234955,North
2021-01-30,2021,Stamford,242060,395000,Two Family,Duplex,4,3,1263,1.0234955,North
2021-01-31,2021,Fairfield,845040,661000,Single Family,Detached House,3,3,943,1.0234955,West
2021-01-31,2021,Fairfield,748090,1050000,Single Family,Detached House,3,3,1079,1.0234955,West
2021-01-31,2021,,136710,244900,?,Detached House,3,1,997,1.0234955,West
2021-01-31,2021,,338030,480000,Single Family,Detached House,3,3,943,1.0234955,West
2021-01-31,2021,Waterbury,67920,43000,?,Detached House,3,1,963,1.0234955,North
2021-01-31,2021,Waterbury,84450,168333,?,Fourplex,8,6,2849,1.0234955,North
2021-02-01,2021,Waterbury,96120,90000,Single Family,Detached House,3,1,901,1.0234955,South
2021-02-01,2021,Waterbury,,155000,Single Family,Detached House,3,1,1048,1.0234955,West
2021-02-01,2021,,616510,1044460,Single Family,Detached House,3,1,1092,1.0234955,South
2021-02-01,2021,Waterbury,,115000,Single Family,Detached House,3,3,1008,1.0234955,North
2021-02-01,2021,Bridgeport,,73750,Single Family,Detached House,3,2,957,1.0234955,East
2021-02-04,2021,Bridgeport,121700,160000,Two Family,Duplex,4,2,1415,1.0234955,North
2021-02-04,2021,,188230,259087,Single Family,Detached House,3,1,1031,1.0234955,South
2021-02-05,2021,Bridgeport,98360,179000,Two Family,Duplex,4,4,1241,1.0234955,East
2021-02-05,2021,Greenwich,791350,1175000,Single Family,Detached House,3,2,974,1.0234955,North
2021-02-05,2021,Waterbury,79730,75000,Single Family,Detached House,3,2,1072,1.0234955,South
2021-02-05,2021,Waterbury,82900,60000,Single Family,Detached House,3,1,1059,1.0234955,West
2021-02-05,2021,Fairfield,213990,330000,Single Family,Detached House,3,3,1023,1.0234955,North
2021-02-06,2021,West Hartford,202370,246000,Single Family,Detached House,3,2,1045,1.0234955,North
2021-02-07,2021,Fairfield,351820,500000,Single Family,Detached House,3,2,966,1.0234955,North
2021-02-07,2021,Bridgeport,157740,262000,Two Family,Duplex,4,4,1478,1.0234955,North
2021-02-08,2021,Fairfield,294910,330750,Single Family,Detached House,3,1,924,1.0234955,North
2021-02-11,2021,,120780,94000,Two Family,Duplex,4,2,1304,1.0234955,South
2021-02-11,2021,West Hartford,286020,420000,Three Family,Triplex,6,4,1800,1.0234955,South
2021-02-11,2021,,87850,108000,Single Family,Detached House,3,3,919,1.0234955,East
2021-02-13,2021,Waterbury,72390,157000,Two Family,Duplex,4,3,1386,1.0234955,North
2021-02-14,2021,Fairfield,277550,380000,Single Family,Detached House,3,2,909,1.0234955,West
2021-02-14,2021,Bridgeport,194380,272000,Single Family,Detached House,3,1,904,1.0234955,West
2021-02-15,2021,Stamford,304650,565000,Two Family,Duplex,4,2,1301,1.0234955,North
2021-02-15,2021,West Hartford,159950,245000,?,Detached House,3,2,1063,1.0234955,West
2021-02-19,2021,Waterbury,60690,144000,Single Family,Detached House,3,3,1064,1.0234955,West
2021-02-19,2021,Bridgeport,159270,260000,Three Family,Triplex,6,6,1913,1.0234955,North
2021-02-19,2021,Bridgeport,123270,255000,Two Family,Duplex,4,3,1240,1.0234955,East
2021-02-19,2021,,96150,170900,?,Detached House,3,3,1012,1.0234955,East
2021-02-19,2021,Waterbury,87230,145000,Single Family,Detached House,3,1,1084,1.0234955,West
2021-02-20,2021,,424550,420000,Single Family,Detached House,3,1,1054,1.0234955,South
2021-02-20,2021,,691460,1300000,Three Family,Triplex,6,6,2140,1.0234955,East
2021-02-20,2021,Bridgeport,122270,375000,Two Family,Duplex,4,4,1371,1.0234955,South
2021-02-21,2021,Waterbury,,154000,Single Family,Detached House,3,2,975,1.0234955,East
2021-02-21,2021,Waterbury,122810,116000,Three Family,Triplex,6,4,1927,1.0234955,East
2021-02-21,2021,West Hartford,227080,305000,Single Family,Detached House,3,2,945,1.0234955,East
2021-02-21,2021,Waterbury,70160,38500,?,Detached House,3,3,912,1.0234955,West
2021-02-21,2021,Greenwich,652610,790000,Single Family,Detached House,3,1,976,1.0234955,North
2021-02-21,2021,Bridgeport,102225,164000,Single Family,Detached House,3,1,989,1.0234955,East
2021-02-21,2021,Bridgeport,133690,215000,Single Family,Detached House,3,1,,1.0234955,East
2021-02-21,2021,West Hartford,185780,288000,Single Family,Detached House,3,1,950,1.0234955,North
2021-02-21,2021,Bridgeport,588250,350000,Four Family,Fourplex,8,7,2569,1.0234955,East
2021-02-22,2021,Bridgeport,130780,165000,Single Family,Detached House,3,2,903,1.0234955,West
2021-02-25,2021,Stamford,458680,699000,Single Family,Detached House,3,2,1011,1.0234955,West
2021-02-25,2021,Greenwich,21674030,48000000,Single Family,Detached House,3,1,926,1.0234955,South
